Time,Heart Rate,Respiration Rate,Location
2260,61,12,"[-19, 91]"
2261,60,10,"[93, -29]"
2262,57,11,"[21, -27]"
2263,53,11,"[-86, 36]"
2264,52,10,"[-1, 78]"
2265,59,12,"[0, 88]"
2266,54,11,"[9, -35]"
2267,51,10,"[23, 48]"
2268,53,12,"[-47, -7]"
2269,58,11,"[-94, -98]"
2270,50,10,"[-1, 78]"
2271,59,10,"[9, -92]"
2272,63,11,"[18, 93]"
2273,60,11,"[26, 100]"
2274,54,12,"[-20, 3]"
2275,60,12,"[35, -15]"
2276,59,12,"[34, 15]"
2277,51,12,"[-52, 3]"
2278,61,10,"[-72, -23]"
2279,57,12,"[-30, -52]"
2280,58,12,"[93, -82]"
2281,51,12,"[63, 90]"
2282,63,11,"[74, 45]"
2283,63,10,"[14, 56]"
2284,55,11,"[10, -25]"
2285,60,10,"[-62, 65]"
2286,58,11,"[-88, 6]"
2287,51,11,"[-38, -61]"
2288,56,10,"[19, 52]"
2289,62,12,"[43, 1]"
2290,61,10,"[-17, -47]"
2291,61,12,"[32, -50]"
2292,52,12,"[-81, -23]"
2293,61,11,"[90, 98]"
2294,51,10,"[-21, 4]"
2295,54,11,"[59, 33]"
2296,54,12,"[22, 77]"
2297,64,11,"[86, 32]"
2298,61,11,"[69, -33]"
2299,61,11,"[46, -66]"
2300,50,12,"[21, -50]"
2301,64,11,"[27, 48]"
2302,58,10,"[-64, -12]"
2303,56,12,"[45, 59]"
2304,52,10,"[11, 25]"
2305,60,11,"[-95, 100]"
2306,56,12,"[1, -22]"
2307,58,11,"[-43, 72]"
2308,59,10,"[39, 98]"
2309,53,11,"[93, 24]"
2310,62,11,"[-35, -50]"
2311,58,10,"[91, 72]"
2312,51,11,"[-79, -49]"
2313,57,10,"[-21, 23]"
2314,52,12,"[-73, -15]"
2315,62,11,"[58, 69]"
2316,64,10,"[38, 49]"
2317,60,11,"[-74, 28]"
2318,60,11,"[-74, 1]"
2319,50,11,"[63, -60]"
2320,51,12,"[37, 85]"
2321,60,11,"[-84, -76]"
2322,65,11,"[1, 23]"
2323,54,11,"[73, 67]"
2324,53,12,"[45, -3]"
2325,52,12,"[65, 64]"
2326,61,12,"[-36, 27]"
2327,50,11,"[21, -54]"
2328,50,12,"[-12, 67]"
2329,55,11,"[19, 76]"
2330,58,12,"[100, -80]"
2331,62,12,"[-91, 64]"
2332,57,11,"[10, 16]"
2333,55,12,"[-24, 73]"
2334,55,11,"[-21, 55]"
2335,51,11,"[-55, 11]"
2336,63,12,"[-27, 8]"
2337,54,10,"[-21, -52]"
2338,57,12,"[9, -66]"
2339,57,10,"[8, -92]"
2340,64,11,"[4, -38]"
2341,58,12,"[-24, -100]"
2342,62,10,"[-64, 94]"
2343,56,12,"[51, -72]"
2344,51,11,"[99, -98]"
2345,50,10,"[43, 79]"
2346,57,11,"[-25, -31]"
2347,51,12,"[24, 69]"
2348,54,10,"[-32, -63]"
2349,61,10,"[-90, -62]"
2350,53,11,"[16, -22]"
2351,61,12,"[-30, -26]"
2352,64,11,"[92, -55]"
2353,65,12,"[-46, 69]"
2354,53,10,"[-100, 69]"
2355,51,12,"[21, -71]"
2356,53,12,"[16, 35]"
2357,60,11,"[-43, -10]"
2358,64,11,"[23, -12]"
2359,51,12,"[-73, 45]"
2360,64,12,"[-93, 97]"
2361,51,10,"[-31, -51]"
2362,52,11,"[-92, -21]"
2363,62,10,"[40, -47]"
2364,61,11,"[-6, 52]"
2365,52,11,"[-74, -27]"
2366,53,12,"[16, 44]"
2367,60,11,"[98, -17]"
2368,59,10,"[-63, 76]"
2369,62,12,"[-88, 83]"
2370,65,10,"[92, -65]"
2371,62,10,"[-21, 12]"
2372,56,10,"[25, -94]"
2373,61,11,"[86, 59]"
2374,55,12,"[39, 21]"
2375,56,11,"[-89, 53]"
2376,61,11,"[-27, -51]"
2377,52,11,"[11, 10]"
2378,52,10,"[93, -73]"
2379,56,12,"[94, -88]"
2380,62,10,"[-46, -1]"
2381,51,12,"[-93, 75]"
2382,51,11,"[-58, 57]"
2383,51,12,"[-27, 43]"
2384,63,11,"[-82, -84]"
2385,62,12,"[81, 46]"
2386,52,10,"[88, -53]"
2387,57,11,"[-75, 52]"
2388,56,12,"[-59, 84]"
2389,58,11,"[24, 63]"
2390,58,10,"[-86, -46]"
2391,60,10,"[21, -39]"
2392,59,11,"[-32, -35]"
2393,65,12,"[51, -44]"
2394,56,12,"[65, -85]"
2395,56,11,"[94, -98]"
2396,60,11,"[35, 76]"
2397,62,11,"[-88, 84]"
2398,55,10,"[52, 24]"
2399,58,10,"[-38, 52]"
2400,63,12,"[-1, -11]"
2401,53,11,"[62, 82]"
2402,58,11,"[68, -56]"
2403,50,12,"[35, 15]"
2404,62,10,"[79, 48]"
2405,60,12,"[75, 11]"
2406,56,11,"[-14, 54]"
2407,56,10,"[18, -30]"
2408,53,12,"[-85, 97]"
2409,63,10,"[42, -16]"
2410,61,10,"[65, -77]"
2411,62,11,"[35, 99]"
2412,50,11,"[13, -75]"
2413,51,11,"[-53, 32]"
2414,63,11,"[24, 79]"
2415,55,12,"[70, -10]"
2416,64,11,"[77, -78]"
2417,56,12,"[-68, 8]"
2418,53,11,"[-84, -26]"
2419,58,11,"[-18, 22]"
2420,56,11,"[-40, -57]"
2421,52,12,"[-50, -51]"
2422,57,12,"[-55, 89]"
2423,55,10,"[-1, 13]"
2424,60,12,"[43, -5]"
2425,52,10,"[13, -64]"
2426,63,11,"[48, -82]"
2427,60,12,"[35, -44]"
2428,65,11,"[-10, 81]"
2429,54,12,"[-68, 24]"
2430,63,11,"[13, -73]"
2431,54,12,"[-38, 8]"
2432,54,11,"[53, -83]"
2433,51,10,"[-73, -33]"
2434,60,10,"[-93, -61]"
2435,55,10,"[-92, -7]"
2436,55,11,"[-59, -30]"
2437,53,12,"[84, 88]"
2438,65,11,"[32, -54]"
2439,59,12,"[13, -32]"
2440,61,12,"[19, 64]"
2441,63,12,"[52, 34]"
2442,61,12,"[-89, -40]"
2443,57,11,"[-64, 77]"
2444,59,12,"[-99, 94]"
2445,65,11,"[18, -79]"
2446,54,10,"[2, 86]"
2447,51,10,"[29, -12]"
2448,64,12,"[-9, 64]"
2449,57,11,"[88, 54]"
2450,60,10,"[24, -49]"
2451,63,11,"[-15, -94]"
2452,55,10,"[82, -4]"
2453,56,10,"[-58, -48]"
2454,65,10,"[17, -84]"
2455,60,10,"[89, 2]"
2456,52,12,"[40, 100]"
2457,52,10,"[41, 69]"
2458,55,11,"[99, 95]"
2459,51,11,"[-63, 55]"
2460,57,11,"[-1, -7]"
2461,58,12,"[91, 42]"
2462,50,12,"[-39, 18]"
2463,50,12,"[85, 61]"
2464,58,11,"[-99, -91]"
2465,50,11,"[-78, -48]"
2466,55,12,"[71, -39]"
2467,64,10,"[94, -30]"
2468,57,12,"[21, -29]"
2469,57,11,"[-88, 56]"
2470,60,11,"[-37, 11]"
2471,53,12,"[89, 33]"
2472,64,10,"[-33, 30]"
2473,58,11,"[88, -35]"
2474,65,12,"[99, 46]"
2475,64,12,"[68, 34]"
2476,62,11,"[37, -73]"
2477,52,12,"[-44, 30]"
2478,50,10,"[83, 56]"
2479,50,12,"[-86, 61]"
2480,52,10,"[45, -51]"
2481,56,11,"[49, -48]"
2482,56,12,"[61, -57]"
2483,64,12,"[-1, 59]"
2484,65,11,"[78, -36]"
2485,56,10,"[-10, 88]"
2486,60,11,"[-62, 11]"
2487,56,12,"[-11, 67]"
2488,63,11,"[61, -21]"
2489,62,10,"[10, -59]"
2490,52,11,"[-23, 64]"
2491,50,10,"[-76, -7]"
2492,50,11,"[3, -81]"
2493,55,11,"[81, 14]"
2494,53,10,"[-16, -83]"
2495,55,11,"[43, 53]"
2496,58,10,"[-27, -94]"
2497,65,11,"[-1, 74]"
2498,61,11,"[-14, 48]"
2499,56,11,"[-30, -45]"
2500,57,12,"[-86, 8]"
2501,53,12,"[79, 40]"
2502,54,10,"[97, 0]"
2503,65,10,"[-75, 45]"
2504,64,12,"[99, 55]"
2505,61,11,"[86, 76]"
2506,56,12,"[51, -79]"
2507,64,11,"[-84, -88]"
2508,55,10,"[50, -19]"
2509,60,10,"[-67, 87]"
2510,50,11,"[-16, 90]"
2511,62,11,"[62, 72]"
2512,57,12,"[-95, -37]"
2513,65,10,"[24, 39]"
2514,60,11,"[-1, -56]"
2515,64,11,"[56, 26]"
2516,53,10,"[46, 86]"
2517,50,10,"[32, -57]"
2518,65,11,"[-56, 54]"
2519,63,10,"[-53, -56]"
2520,58,12,"[92, -83]"
2521,58,12,"[30, 45]"
2522,63,11,"[81, 33]"
2523,55,11,"[0, 19]"
2524,63,12,"[-1, 14]"
2525,65,11,"[-30, -21]"
2526,61,12,"[31, 31]"
2527,62,11,"[-8, 81]"
2528,50,12,"[59, -73]"
2529,57,12,"[90, -76]"
2530,52,12,"[61, 24]"
2531,52,10,"[73, 78]"
2532,53,12,"[-51, 88]"
2533,51,12,"[-53, -32]"
2534,52,11,"[81, 28]"
2535,56,11,"[-77, 49]"
2536,58,12,"[56, -20]"
2537,60,10,"[-39, -95]"
2538,58,10,"[-58, -83]"
2539,56,10,"[-65, 0]"
2540,52,10,"[-22, 77]"
2541,55,12,"[83, 11]"
2542,55,10,"[52, -12]"
2543,51,11,"[58, -22]"
2544,61,11,"[69, 52]"
2545,60,10,"[-54, -13]"
2546,51,11,"[-69, -23]"
2547,63,11,"[-63, 37]"
2548,58,12,"[-58, 33]"
2549,50,12,"[-82, 42]"
2550,54,11,"[-57, 51]"
2551,57,12,"[-53, -54]"
2552,58,10,"[-34, -52]"
2553,54,10,"[14, 51]"
2554,64,11,"[-41, 76]"
2555,64,12,"[-2, 37]"
2556,57,12,"[-79, -7]"
2557,54,10,"[99, 66]"
2558,55,10,"[2, 49]"
2559,50,12,"[-41, -79]"
2560,65,11,"[10, -68]"
2561,50,10,"[100, 85]"
2562,56,10,"[-56, 99]"
2563,52,11,"[3, 45]"
2564,65,10,"[-52, 73]"
2565,55,10,"[28, 22]"
2566,64,12,"[-23, 31]"
2567,53,11,"[7, 96]"
2568,57,11,"[-21, -72]"
2569,58,12,"[-45, 55]"
2570,50,10,"[-33, 95]"
2571,59,10,"[18, 23]"
2572,56,11,"[88, -5]"
2573,63,12,"[30, 13]"
2574,61,12,"[55, 29]"
2575,58,12,"[-94, 26]"
2576,57,12,"[12, 35]"
2577,50,10,"[99, 57]"
2578,61,11,"[-94, 84]"
2579,60,10,"[36, -37]"
2580,57,11,"[-61, -23]"
2581,59,12,"[5, 22]"
2582,62,12,"[-9, 0]"
2583,54,10,"[58, -53]"
2584,60,10,"[-15, 76]"
2585,55,12,"[14, -46]"
2586,55,12,"[89, 95]"
2587,57,11,"[-39, 75]"
2588,53,12,"[-49, 64]"
2589,54,11,"[9, -42]"
2590,64,11,"[48, -10]"
2591,58,12,"[-53, 1]"
2592,62,12,"[80, -63]"
2593,57,10,"[37, 27]"
2594,57,12,"[-43, -93]"
2595,56,10,"[60, -32]"
2596,52,11,"[51, 21]"
2597,62,12,"[92, 26]"
2598,62,12,"[49, 80]"
2599,65,10,"[-50, 36]"
2600,51,12,"[13, -55]"
2601,51,12,"[5, -13]"
2602,63,10,"[-55, 60]"
2603,61,10,"[78, 86]"
2604,52,10,"[-29, 54]"
2605,60,11,"[16, -86]"
2606,55,11,"[-10, -33]"
2607,64,11,"[-21, 31]"
2608,57,12,"[38, -85]"
2609,51,10,"[-100, -40]"
2610,58,11,"[-23, 74]"
2611,61,11,"[26, 26]"
2612,52,11,"[94, -95]"
2613,56,11,"[61, -76]"
2614,57,12,"[42, -75]"
2615,52,10,"[-60, 38]"
2616,51,12,"[-29, 17]"
2617,51,10,"[-83, 22]"
2618,56,11,"[20, 33]"
2619,57,11,"[17, 37]"
2620,52,11,"[67, -74]"
2621,57,11,"[71, 7]"
2622,56,11,"[36, 67]"
2623,56,11,"[19, -17]"
2624,61,10,"[-8, -83]"
2625,54,11,"[-88, 8]"
2626,62,11,"[-9, 0]"
2627,62,12,"[-49, -55]"
2628,63,10,"[84, -91]"
2629,63,10,"[12, 85]"
2630,60,11,"[66, 19]"
2631,59,10,"[38, -63]"
2632,63,11,"[-61, -62]"
2633,64,11,"[-44, -41]"
2634,65,11,"[59, -17]"
2635,50,12,"[62, 7]"
2636,64,10,"[39, 8]"
2637,58,12,"[-85, 43]"
2638,51,11,"[-98, -8]"
2639,50,12,"[-33, 50]"
2640,64,11,"[-84, -29]"
2641,58,10,"[8, 97]"
2642,62,12,"[79, -68]"
2643,59,11,"[-26, -21]"
2644,62,11,"[46, 37]"
2645,55,11,"[71, -61]"
2646,57,10,"[62, 45]"
2647,55,12,"[-15, 81]"
2648,53,10,"[48, -59]"
2649,55,12,"[-19, -62]"
2650,52,12,"[54, 62]"
2651,57,11,"[8, -5]"
2652,60,12,"[80, 75]"
2653,64,11,"[77, -33]"
2654,65,11,"[14, 7]"
2655,52,12,"[23, 86]"
2656,62,11,"[-69, -53]"
2657,51,12,"[-37, -99]"
2658,55,12,"[-66, 11]"
2659,64,12,"[-54, 22]"
2660,54,10,"[-80, -21]"
2661,55,12,"[56, -74]"
2662,59,10,"[61, -22]"
2663,62,12,"[5, -15]"
2664,61,12,"[-87, -6]"
2665,55,10,"[44, -63]"
2666,56,10,"[-5, -96]"
2667,60,11,"[-6, -37]"
2668,54,10,"[75, 82]"
2669,58,10,"[-67, -61]"
2670,55,10,"[-86, -82]"
2671,56,11,"[-74, 8]"
2672,51,10,"[59, -97]"
2673,57,10,"[-9, 5]"
2674,52,11,"[-93, 76]"
2675,50,11,"[-47, 53]"
2676,53,11,"[-15, -94]"
2677,50,10,"[50, -97]"
2678,64,10,"[-45, -60]"
2679,64,10,"[-55, -34]"
2680,58,10,"[5, -44]"
2681,64,12,"[19, 12]"
2682,59,11,"[-39, -47]"
2683,61,11,"[30, -82]"
2684,53,11,"[-3, -82]"
2685,51,10,"[79, -45]"
2686,53,12,"[97, -33]"
2687,56,10,"[-51, -75]"
2688,57,10,"[8, -36]"
2689,64,10,"[97, -88]"
2690,61,11,"[91, 79]"
2691,53,10,"[-44, 24]"
2692,63,11,"[85, 89]"
2693,60,12,"[42, -51]"
2694,60,11,"[42, -15]"
2695,58,10,"[11, -53]"
2696,57,11,"[-95, 80]"
2697,62,12,"[52, 44]"
2698,64,10,"[78, -95]"
2699,52,10,"[81, -36]"
2700,54,10,"[62, -39]"
2701,59,10,"[42, -47]"
2702,51,11,"[-96, -29]"
2703,57,10,"[83, -72]"
2704,56,12,"[93, -46]"
2705,64,11,"[44, 62]"
2706,59,11,"[-21, 5]"
2707,65,10,"[65, -76]"
2708,55,11,"[-36, -42]"
2709,57,12,"[3, 50]"
2710,59,10,"[-13, 89]"
2711,62,12,"[18, 25]"
2712,61,11,"[14, 96]"
2713,56,10,"[-59, 93]"
2714,60,12,"[-47, -60]"
2715,54,11,"[77, 88]"
2716,58,12,"[-49, 64]"
2717,54,12,"[92, -94]"
2718,63,11,"[-45, 39]"
2719,52,10,"[-83, -35]"
2720,57,11,"[1, -31]"
2721,54,12,"[-75, 90]"
2722,61,12,"[86, 18]"
2723,58,11,"[44, -35]"
2724,65,12,"[-2, 7]"
2725,63,10,"[15, 91]"
2726,53,11,"[-55, -85]"
2727,58,11,"[-87, 68]"
2728,64,11,"[-95, 5]"
2729,56,12,"[64, 56]"
2730,62,11,"[22, -20]"
2731,52,10,"[-6, -29]"
2732,58,12,"[15, 76]"
2733,63,10,"[49, 7]"
2734,58,11,"[24, 72]"
2735,62,12,"[94, -51]"
2736,65,12,"[21, 79]"
2737,61,10,"[-2, 27]"
2738,62,12,"[69, 42]"
2739,56,12,"[0, -71]"
2740,65,12,"[13, -72]"
2741,65,11,"[-55, 75]"
2742,64,11,"[-83, -9]"
2743,57,12,"[86, -34]"
2744,58,12,"[-66, 30]"
2745,51,12,"[73, -40]"
2746,59,12,"[-69, -55]"
2747,55,11,"[-84, 13]"
2748,64,12,"[-48, 45]"
2749,60,12,"[58, -24]"
2750,65,10,"[18, -31]"
2751,62,11,"[54, -55]"
2752,60,10,"[95, -4]"
2753,55,11,"[-13, 35]"
2754,63,11,"[-29, 28]"
2755,58,11,"[-96, 98]"
2756,63,12,"[-70, -95]"
2757,62,11,"[64, 27]"
2758,59,10,"[26, 12]"
2759,54,12,"[53, 82]"
2760,52,11,"[-2, 79]"
2761,61,11,"[-41, 76]"
2762,62,11,"[-78, 64]"
2763,65,10,"[-33, 3]"
2764,62,12,"[58, -2]"
2765,52,10,"[-42, 67]"
2766,53,11,"[23, 82]"
2767,56,10,"[-62, 47]"
2768,51,12,"[-49, 64]"
2769,62,12,"[-71, 63]"
2770,59,10,"[37, 58]"
2771,59,10,"[25, 14]"
2772,53,12,"[-73, 52]"
2773,64,12,"[87, 35]"
2774,62,10,"[5, -22]"
2775,59,12,"[-71, 59]"
2776,51,10,"[82, -55]"
2777,59,11,"[64, 33]"
2778,53,12,"[-69, 93]"
2779,54,12,"[51, 90]"
2780,56,11,"[3, -69]"
2781,57,11,"[-23, -6]"
2782,58,12,"[-84, -97]"
2783,63,11,"[9, 38]"
2784,50,10,"[-20, -26]"
2785,53,11,"[-4, 34]"
2786,65,11,"[-18, 67]"
2787,61,10,"[87, 37]"
2788,59,10,"[5, 13]"
2789,61,10,"[-97, -60]"
2790,54,10,"[-54, -43]"
2791,58,12,"[53, 72]"
2792,59,11,"[-25, -54]"
2793,62,10,"[38, -4]"
2794,64,12,"[53, -5]"
2795,57,10,"[8, -66]"
2796,60,10,"[89, 46]"
2797,60,12,"[-88, 37]"
2798,62,12,"[-55, 76]"
2799,55,10,"[92, 22]"
2800,54,12,"[47, 9]"
2801,61,11,"[34, -100]"
2802,57,11,"[99, -76]"
2803,65,11,"[68, -17]"
2804,57,10,"[-46, 99]"
2805,58,12,"[-32, -30]"
2806,54,11,"[60, -49]"
2807,53,10,"[-61, -59]"
2808,62,10,"[-29, -81]"
2809,62,11,"[-37, 93]"
2810,63,11,"[-75, 57]"
2811,63,10,"[-69, -47]"
2812,52,11,"[-13, 14]"
2813,57,12,"[-44, -58]"
2814,57,12,"[-78, -11]"
2815,61,10,"[91, 31]"
2816,55,10,"[16, 82]"
2817,61,12,"[36, 80]"
2818,62,10,"[31, 75]"
2819,65,11,"[-36, 56]"
2820,52,10,"[-55, 77]"
2821,55,11,"[46, 93]"
2822,60,12,"[-64, 11]"
2823,61,11,"[67, 35]"
2824,50,12,"[20, -29]"
2825,56,10,"[-46, -12]"
2826,54,10,"[-91, 15]"
2827,65,12,"[34, -14]"
2828,63,11,"[91, -3]"
2829,56,10,"[-22, 54]"
2830,51,12,"[-46, 16]"
2831,52,12,"[-23, -36]"
2832,54,10,"[15, 37]"
2833,62,12,"[22, 99]"
2834,61,10,"[-52, 90]"
2835,57,12,"[21, -70]"
2836,59,12,"[38, -94]"
2837,53,10,"[-25, 23]"
2838,63,12,"[-31, -35]"
2839,65,12,"[-42, -77]"
2840,55,10,"[47, -47]"
2841,65,11,"[96, 53]"
2842,55,11,"[-20, -54]"
2843,63,11,"[-17, 44]"
2844,58,11,"[-6, -3]"
2845,61,12,"[-18, 72]"
2846,65,11,"[90, -3]"
2847,63,12,"[-82, -37]"
2848,63,10,"[-87, 82]"
2849,50,10,"[-98, 88]"
2850,60,11,"[96, 29]"
2851,55,10,"[11, -6]"
2852,53,11,"[88, 95]"
2853,62,11,"[42, -19]"
2854,60,12,"[-7, -91]"
2855,65,11,"[-57, -97]"
2856,57,10,"[42, 2]"
2857,50,12,"[5, -38]"
2858,64,12,"[-11, 14]"
2859,64,11,"[-52, 46]"
2860,50,10,"[11, -23]"
2861,51,12,"[-6, 100]"
2862,59,12,"[84, 40]"
2863,52,12,"[-2, -1]"
2864,56,11,"[35, 9]"
2865,53,10,"[95, 92]"
2866,57,11,"[-80, -62]"
2867,65,12,"[-99, -70]"
2868,51,11,"[-76, 67]"
2869,62,12,"[57, 11]"
2870,51,12,"[12, 14]"
2871,56,11,"[-63, -86]"
2872,52,12,"[30, 50]"
2873,57,10,"[-27, 93]"
2874,65,11,"[25, 41]"
2875,53,11,"[-26, 3]"
2876,63,12,"[-88, 23]"
2877,63,10,"[-46, -37]"
2878,65,11,"[-71, -59]"
2879,54,11,"[39, -72]"
2880,57,11,"[98, -11]"
2881,52,11,"[-15, -14]"
2882,51,10,"[-89, -94]"
2883,51,12,"[94, 66]"
2884,57,11,"[78, 17]"
2885,56,10,"[-29, -8]"
2886,65,10,"[-88, 83]"
2887,64,10,"[82, -26]"
2888,61,12,"[-5, 12]"
2889,55,12,"[17, -20]"
2890,65,11,"[88, -93]"
2891,57,12,"[-55, -74]"
2892,51,10,"[96, 66]"
2893,60,10,"[-40, 50]"
2894,52,10,"[48, 24]"
2895,54,12,"[23, -61]"
2896,65,12,"[-63, 3]"
2897,63,11,"[67, 66]"
2898,55,12,"[-85, 47]"
2899,61,12,"[61, -62]"
2900,52,12,"[-76, 28]"
2901,64,10,"[43, -34]"
2902,56,12,"[-17, -1]"
2903,62,10,"[-82, -27]"
2904,56,12,"[-27, 96]"
2905,65,12,"[-74, 24]"
2906,56,12,"[-53, 37]"
2907,58,12,"[20, 19]"
2908,58,11,"[-100, 91]"
2909,59,10,"[-60, 44]"
2910,57,10,"[-63, -89]"
2911,62,12,"[-20, 36]"
2912,52,12,"[67, -46]"
2913,57,10,"[12, -96]"
2914,53,10,"[43, -79]"
2915,65,12,"[-90, -95]"
2916,52,11,"[81, -44]"
2917,57,10,"[11, -24]"
2918,50,11,"[59, -2]"
2919,65,11,"[74, 91]"
2920,61,11,"[56, 92]"
2921,61,10,"[22, 25]"
2922,62,10,"[-18, 2]"
2923,57,10,"[-41, -98]"
2924,60,10,"[-78, 95]"
2925,57,12,"[-48, -64]"
2926,65,10,"[17, 99]"
2927,64,10,"[-76, 42]"
2928,52,10,"[-41, -62]"
2929,50,12,"[-21, -34]"
2930,61,11,"[62, -59]"
2931,62,10,"[-92, -33]"
2932,62,10,"[-62, -1]"
2933,52,10,"[72, 67]"
2934,63,11,"[54, 31]"
2935,51,11,"[12, -31]"
2936,52,12,"[-79, -96]"
2937,61,11,"[-83, 53]"
2938,59,11,"[-22, 1]"
2939,52,10,"[69, 17]"
2940,65,12,"[-79, -92]"
2941,61,11,"[-91, 82]"
2942,65,10,"[-28, 58]"
2943,54,12,"[-25, 98]"
2944,54,11,"[-72, 52]"
2945,50,11,"[-50, 42]"
2946,52,10,"[82, -23]"
2947,55,11,"[95, -3]"
2948,63,12,"[-69, -34]"
2949,53,11,"[-16, -4]"
2950,51,10,"[55, -56]"
2951,62,12,"[-39, 53]"
2952,50,10,"[-100, -40]"
2953,60,10,"[5, 9]"
2954,51,12,"[49, 11]"
2955,63,10,"[0, -32]"
2956,54,11,"[-38, 65]"
2957,57,10,"[22, 42]"
2958,54,11,"[-63, 32]"
2959,64,11,"[-6, -24]"
2960,55,12,"[23, -4]"
2961,55,10,"[-50, 67]"
2962,54,11,"[28, -76]"
2963,57,11,"[22, 47]"
2964,55,10,"[44, 2]"
2965,61,11,"[-8, -97]"
2966,54,11,"[20, -49]"
2967,50,11,"[-97, 31]"
2968,51,12,"[27, 41]"
2969,51,11,"[42, -65]"
2970,61,11,"[-33, -40]"
2971,53,12,"[78, -3]"
2972,56,11,"[-65, 22]"
2973,63,11,"[43, -92]"
2974,58,10,"[77, -38]"
2975,53,12,"[45, -32]"
2976,53,11,"[79, -38]"
2977,50,12,"[71, 46]"
2978,60,10,"[56, -65]"
2979,57,11,"[-48, 82]"
2980,57,11,"[-18, -48]"
2981,54,12,"[28, -22]"
2982,59,10,"[-9, -42]"
2983,65,12,"[-61, -16]"
2984,51,11,"[69, -1]"
2985,53,11,"[-79, 25]"
2986,53,12,"[36, 66]"
2987,58,12,"[26, -92]"
2988,54,10,"[87, 97]"
2989,56,12,"[-81, -78]"
2990,60,10,"[-38, 1]"
2991,51,10,"[-51, -1]"
2992,63,11,"[-41, -39]"
2993,64,10,"[10, 41]"
2994,53,12,"[-43, -96]"
2995,62,11,"[-100, 39]"
2996,55,12,"[-54, -3]"
2997,57,12,"[84, -82]"
2998,65,11,"[-73, -33]"
2999,54,11,"[24, -26]"
3000,63,10,"[71, 70]"
3001,56,10,"[57, 6]"
3002,63,10,"[-56, -4]"
3003,52,11,"[23, 80]"
3004,55,12,"[80, -59]"
3005,60,11,"[-7, -75]"
3006,62,12,"[-30, 51]"
3007,57,12,"[-9, -52]"
3008,59,10,"[-95, -7]"
3009,54,10,"[-66, -89]"
3010,63,12,"[55, -80]"
3011,63,10,"[-64, 8]"
3012,55,11,"[-43, -7]"
3013,52,12,"[1, 99]"
3014,56,12,"[95, 44]"
3015,63,12,"[-11, -18]"
3016,59,10,"[60, 40]"
3017,54,11,"[-84, 90]"
3018,53,11,"[55, 92]"
3019,60,12,"[29, -16]"
3020,61,11,"[-74, 100]"
3021,59,11,"[-8, -96]"
3022,60,11,"[-91, -99]"
3023,59,10,"[13, 87]"
3024,65,11,"[-34, 75]"
3025,53,11,"[43, 39]"
3026,57,12,"[-66, 0]"
3027,56,10,"[-60, -21]"
3028,63,10,"[94, -22]"
3029,56,12,"[28, -53]"
3030,56,12,"[-49, -83]"
3031,54,11,"[-26, 97]"
3032,62,12,"[-60, -54]"
3033,50,10,"[-91, -18]"
3034,56,11,"[14, 28]"
3035,56,10,"[-58, 56]"
3036,56,10,"[63, 32]"
3037,53,12,"[-77, 91]"
3038,63,12,"[-99, -13]"
3039,56,11,"[-29, 40]"
3040,57,11,"[52, 90]"
3041,59,10,"[-37, -92]"
3042,53,11,"[34, 31]"
3043,60,10,"[38, 87]"
3044,61,11,"[-2, -28]"
3045,60,10,"[-66, 43]"
3046,54,12,"[-73, 17]"
3047,56,12,"[56, 99]"
3048,59,11,"[-14, -42]"
3049,61,12,"[-10, 53]"
3050,65,11,"[81, 66]"
3051,61,10,"[80, 44]"
3052,52,11,"[24, -73]"
3053,50,10,"[17, -14]"
3054,58,11,"[30, -9]"
3055,54,11,"[-74, -64]"
3056,60,10,"[-97, -44]"
3057,55,12,"[97, -21]"
3058,56,10,"[-83, 77]"
3059,55,11,"[10, 72]"
3060,54,10,"[31, -56]"
3061,63,11,"[-87, 75]"
3062,65,11,"[55, -26]"
3063,52,12,"[-90, 99]"
3064,51,12,"[93, -5]"
3065,62,11,"[22, -38]"
3066,59,10,"[66, 20]"
3067,60,11,"[75, -70]"
3068,57,12,"[23, 18]"
3069,51,12,"[55, -77]"
3070,62,11,"[39, 53]"
3071,62,11,"[66, 42]"
3072,54,11,"[-100, 77]"
3073,62,10,"[-16, -93]"
3074,54,12,"[100, 99]"
3075,60,12,"[-78, 77]"
3076,53,11,"[-58, 33]"
3077,50,10,"[5, -10]"
3078,57,12,"[46, 30]"
3079,63,12,"[100, -6]"
3080,51,10,"[27, -23]"
3081,63,11,"[11, -7]"
3082,61,10,"[35, 46]"
3083,51,12,"[78, 71]"
3084,50,12,"[0, -59]"
3085,52,12,"[-2, -41]"
3086,65,12,"[60, -34]"
3087,59,12,"[-83, -24]"
3088,55,11,"[51, -33]"
3089,56,10,"[24, 0]"
3090,64,10,"[10, -51]"
3091,60,12,"[27, 51]"
3092,55,11,"[64, -11]"
3093,60,12,"[77, -10]"
3094,61,10,"[5, 22]"
3095,58,10,"[-82, -44]"
3096,59,11,"[-44, -82]"
3097,60,11,"[25, 12]"
3098,53,11,"[34, -85]"
3099,65,10,"[-27, 14]"
3100,56,12,"[59, 93]"
3101,50,11,"[7, -60]"
3102,59,12,"[69, -42]"
3103,53,11,"[-85, 10]"
3104,63,12,"[2, -24]"
3105,53,11,"[94, -40]"
3106,63,12,"[60, -70]"
3107,50,12,"[48, 26]"
